kitsu_id,slug,title_canonical,title_en,title_ja,synopsis_clean,doc_text,tags_all_json
24155,ao-no-exorcist,Ao no Exorcist,Blue Exorcist,青の祓魔師〈エクソシスト〉,"This world consists of two dimensions joined as one, like a mirror. The first is the world in which the humans live, Assiah. The other is the world of demons, Gehenna. Ordinarily, travel between the two, and indeed any kind of contact between the two, is impossible. However the demons can pass over into this world by possessing anything that exist within it. Satan the god of demons, but there's one thing that he doesn't have, and that's a substance in the human world that is powerful enough to contain him!! For that purpose he created Rin, his son from a human woman, but will his son agree to his plans? Or will he become something else...? An exorcist?","Titres: Ao no Exorcist | Blue Exorcist | 青の祓魔師〈エクソシスト〉
Synopsis: This world consists of two dimensions joined as one, like a mirror. The first is the world in which the humans live, Assiah. The other is the world of demons, Gehenna. Ordinarily, travel between the two, and indeed any kind of contact between the two, is impossible. However the demons can pass over into this world by possessing anything that exist within it. Satan the god of demons, but there's one thing that he doesn't have, and that's a substance in the human world that is powerful enough to contain him!! For that purpose he created Rin, his son from a human woman, but will his son agree to his plans? Or will he become something else...? An exorcist?
Tags: Action, Adventure, Demon, Demons, Drama, Fantasy, School, School Life, Shounen, Supernatural
Auteurs: Kazue Katou (Scénario & Dessin)","[""Action"", ""Adventure"", ""Demon"", ""Demons"", ""Drama"", ""Fantasy"", ""School"", ""School Life"", ""Shounen"", ""Supernatural""]"
24208,nanatsu-no-taizai,Nanatsu no Taizai,The Seven Deadly Sins,七つの大罪,"When they were accused of trying to overthrow the monarchy, the feared warriors the Seven Deadly Sins were sent into exile. Princess Elizabeth discovers the truth - the Sins were framed by the king's guard, the Holy Knights - too late to prevent them from assassinating her father and seizing the throne! Now the princess is on the run, seeking the Sins to help her reclaim the kingdom. But the first Sin she meets, Meliodas, is a little innkeeper with a talking pig. He doesn't even have a real sword! Have the legends of the Sins' strength been exaggerated?","Titres: Nanatsu no Taizai | The Seven Deadly Sins | 七つの大罪
Synopsis: When they were accused of trying to overthrow the monarchy, the feared warriors the Seven Deadly Sins were sent into exile. Princess Elizabeth discovers the truth - the Sins were framed by the king's guard, the Holy Knights - too late to prevent them from assassinating her father and seizing the throne! Now the princess is on the run, seeking the Sins to help her reclaim the kingdom. But the first Sin she meets, Meliodas, is a little innkeeper with a talking pig. He doesn't even have a real sword! Have the legends of the Sins' strength been exaggerated?
Tags: Action, Adventure, Ecchi, Fantasy, Supernatural
Auteurs: Nakaba Suzuki (Scénario & Dessin)","[""Action"", ""Adventure"", ""Ecchi"", ""Fantasy"", ""Supernatural""]"
24407,tonari-no-kaibutsu-kun,Tonari no Kaibutsu-kun,My Little Monster,となりの怪物くん,"Mizutani Shizuku is the type of person who only cares for her own grades. But when she accidentally delivers lesson notes to Yoshida Haru, he becomes convinced they are friends. Haru turns out to have a very innocent personality, but who would've thought that Haru would actually confess to Shizuku? A cold-hearted girl and super-troublemaker romance with a fresh new perspective. Note: Volume 10 contains the extra Kenji to Haru and Volume 11 contains the extras 1-nensei no Koro no Hanashi and Shoujo-tachi no Benkyoukai. Volume 13 has the 4 side story chapters Sasaya-kun no Hanashi 2, Iyo no Ouji-sama Daisakusen! , Riverside no Kodomo-tachi, and Never Ending .","Titres: Tonari no Kaibutsu-kun | My Little Monster | となりの怪物くん
Synopsis: Mizutani Shizuku is the type of person who only cares for her own grades. But when she accidentally delivers lesson notes to Yoshida Haru, he becomes convinced they are friends. Haru turns out to have a very innocent personality, but who would've thought that Haru would actually confess to Shizuku? A cold-hearted girl and super-troublemaker romance with a fresh new perspective. Note: Volume 10 contains the extra Kenji to Haru and Volume 11 contains the extras 1-nensei no Koro no Hanashi and Shoujo-tachi no Benkyoukai. Volume 13 has the 4 side story chapters Sasaya-kun no Hanashi 2, Iyo no Ouji-sama Daisakusen! , Riverside no Kodomo-tachi, and Never Ending .
Tags: Comedy, Romance, School, School Life
Auteurs: Robico (Scénario & Dessin)","[""Comedy"", ""Romance"", ""School"", ""School Life""]"
25108,magi-the-labyrinth-of-magic,Magi,Magi: The Labyrinth of Magic,マギ,"Deep within the desert lie the mysterious Dungeons, vast stores of riches there for the taking by anyone lucky enough to find them and brave enough to venture into the depths from where few have ever returned. Plucky young adventurer Aladdin means to find the Dungeons and their riches, but Aladdin is just as mysterious as the treasures he seeks. Together with his friend, Alibaba, and the genie, Ugo, Aladdin sets out to find his fortune in the depths of the endless dunes...","Titres: Magi | Magi: The Labyrinth of Magic | マギ
Synopsis: Deep within the desert lie the mysterious Dungeons, vast stores of riches there for the taking by anyone lucky enough to find them and brave enough to venture into the depths from where few have ever returned. Plucky young adventurer Aladdin means to find the Dungeons and their riches, but Aladdin is just as mysterious as the treasures he seeks. Together with his friend, Alibaba, and the genie, Ugo, Aladdin sets out to find his fortune in the depths of the endless dunes...
Tags: Adventure, Fantasy, Magic, Shounen
Auteurs: Shinobu Ohtaka (Scénario & Dessin)","[""Adventure"", ""Fantasy"", ""Magic"", ""Shounen""]"
25356,mahou-tsukai-no-yome,Mahoutsukai no Yome,The Ancient Magus' Bride,魔法使いの嫁,"Hatori Chise has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again. The man is a ""magus,"" a sorcerer of great power, who decides to free Chise from the bonds of captivity. The magus then makes a bold statement: Chise will become his apprentice–and his bride!","Titres: Mahoutsukai no Yome | The Ancient Magus' Bride | 魔法使いの嫁
Synopsis: Hatori Chise has lived a life full of neglect and abuse, devoid of anything resembling love. Far from the warmth of family, she has had her share of troubles and pitfalls. Just when all hope seems lost, a fateful encounter awaits her. When a man with the head of a beast, wielding strange powers, obtains her through a slave auction, Chise's life will never be the same again. The man is a ""magus,"" a sorcerer of great power, who decides to free Chise from the bonds of captivity. The magus then makes a bold statement: Chise will become his apprentice–and his bride!
Tags: Contemporary Fantasy, Fantasy, Magic, Slice of Life, Supernatural
Auteurs: Kore Yamazaki (Scénario & Dessin)","[""Contemporary Fantasy"", ""Fantasy"", ""Magic"", ""Slice of Life"", ""Supernatural""]"
25358,mob-psycho-100,Mob Psycho 100,Mob Psycho 100,モブサイコ100,"Kageyama Shigeo (a.k.a. ""Mob"") is a 8th grader with psychic abilities. He could bend spoons and lift objects with his mind from a young age, but he slowly began to withhold from using his abilities in public due to the negative attention he kept receiving. Now, the only thing he wants is to become friends with a girl in his class, Tsubomi. With his psychic ""mentor"" (who has no psychic powers), he continues his daily life, attempting to realize his purpose in life.","Titres: Mob Psycho 100 | モブサイコ100
Synopsis: Kageyama Shigeo (a.k.a. ""Mob"") is a 8th grader with psychic abilities. He could bend spoons and lift objects with his mind from a young age, but he slowly began to withhold from using his abilities in public due to the negative attention he kept receiving. Now, the only thing he wants is to become friends with a girl in his class, Tsubomi. With his psychic ""mentor"" (who has no psychic powers), he continues his daily life, attempting to realize his purpose in life.
Tags: Action, Comedy, Contemporary Fantasy, Slice of Life, Super Power, Supernatural
Auteurs: ONE (Scénario & Dessin)","[""Action"", ""Comedy"", ""Contemporary Fantasy"", ""Slice of Life"", ""Super Power"", ""Supernatural""]"
25426,re-monster-m,Re:Monster,Re:Monster,Re:Monster,"Tomokui Kanata has been re-incarnated in the weakest goblin, named Goburou, after having undergone an unfortunate death. However Goburou has retained his previous life's memories, an unusual evolution, as well as becoming strong enough to gain status boosts from eating. In this alternate world of survival of the fittest, events unfold with competent subordinates and comrades, delightful case of the tail-wagging dog...","Titres: Re:Monster
Synopsis: Tomokui Kanata has been re-incarnated in the weakest goblin, named Goburou, after having undergone an unfortunate death. However Goburou has retained his previous life's memories, an unusual evolution, as well as becoming strong enough to gain status boosts from eating. In this alternate world of survival of the fittest, events unfold with competent subordinates and comrades, delightful case of the tail-wagging dog...
Tags: Action, Adventure, Fantasy, Magic
Auteurs: Haruyoshi Kobayakawa (Dessin); Kogitsune Kanekiru (Scénario)","[""Action"", ""Adventure"", ""Fantasy"", ""Magic""]"
25436,tower-of-god,Tower of God,Tower of God,,"What do you desire? Fortune? Glory? Power? Revenge? Or something that surpasses all others? What ever you desire, that is here. Tower of God. Join Baam as he climbs each level of the Tower to find his beloved friend, Rachel. Facing impossible missions to mind bending puzzles as he uses any means necessary to reach the top.","Titres: Tower of God
Synopsis: What do you desire? Fortune? Glory? Power? Revenge? Or something that surpasses all others? What ever you desire, that is here. Tower of God. Join Baam as he climbs each level of the Tower to find his beloved friend, Rachel. Facing impossible missions to mind bending puzzles as he uses any means necessary to reach the top.
Tags: Action, Adventure, Fantasy, Mystery","[""Action"", ""Adventure"", ""Fantasy"", ""Mystery""]"
25524,tate-no-yuusha-no-nariagari,Tate no Yuusha no Nariagari,The Rising of the Shield Hero: The Manga Companion,盾の勇者の成り上がり,"Naofumi Iwatani, an uncharismatic Otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!","Titres: Tate no Yuusha no Nariagari | The Rising of the Shield Hero: The Manga Companion | 盾の勇者の成り上がり
Synopsis: Naofumi Iwatani, an uncharismatic Otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!
Tags: Action, Adventure, Drama, Fantasy, Isekai, Seinen
Auteurs: Kyu Aiya (Dessin); Yusagi Aneko (Scénario)","[""Action"", ""Adventure"", ""Drama"", ""Fantasy"", ""Isekai"", ""Seinen""]"
25541,mushoku-tensei-isekai-ittara-honki-dasu,Mushoku Tensei: Isekai Ittara Honki Dasu,Mushoku Tensei: Jobless Reincarnation,無職転生 ～異世界行ったら本気だす～,"Just when an unemployed thirty-four-year-old otaku reaches a dead end in life and decides that it's time to turn over a new leaf—he gets run over by a truck and dies! Shockingly, he finds himself reborn into an infant's body in a strange new world of swords and magic.His new identity is Rudeus Grayrat, but he still retains the memories of his previous life. Follow Rudeus from infancy to adulthood, as he struggles to redeem himself in a wondrous yet dangerous world.","Titres: Mushoku Tensei: Isekai Ittara Honki Dasu | Mushoku Tensei: Jobless Reincarnation | 無職転生 ～異世界行ったら本気だす～
Synopsis: Just when an unemployed thirty-four-year-old otaku reaches a dead end in life and decides that it's time to turn over a new leaf—he gets run over by a truck and dies! Shockingly, he finds himself reborn into an infant's body in a strange new world of swords and magic.His new identity is Rudeus Grayrat, but he still retains the memories of his previous life. Follow Rudeus from infancy to adulthood, as he struggles to redeem himself in a wondrous yet dangerous world.
Tags: Action, Adventure, Demon, Drama, Fantasy, Fantasy World, Isekai, Magic
Auteurs: Yuka Fujikawa (Dessin); Rifujin na Magonote (Scénario)","[""Action"", ""Adventure"", ""Demon"", ""Drama"", ""Fantasy"", ""Fantasy World"", ""Isekai"", ""Magic""]"
26002,fairy-tail-plus,Fairy Tail+,Fairy Tail Plus,FAIRY TAIL+,"This artbook contains 3 side stories that were not included in the main volumes. 1. Mira-sensei no Henshin Mahou Lesson (ミラ先生の変身魔法レッスン, Mira-Sensei's Transforming Magic Class) - Natsu, Happy and Lucy ask Mirajane to teach them Transformation Magic, Lucy becomes the focal point of yet another troublesome day. 2. Yousei no Izumi e Youkoso! (妖精の泉へようこそ！, Welcome to Fairy Fountain) - The master wants to open the guild's pool to the public to make some cash and he asks Lucy to test out the attractions that the guild members prepared. 3. Nagagutsu wo Haita Happy (長ぐつをはいたハッピー, Happy in Boots) - A short story of a talking cat, Happy and his plans for the princess and his master, Natsu. His plans, however, failed after the princess was turned off by a barbaric Natsu. Also contains ""Fairy Megane"" (crossover one-shot between ""Fairy Tail"" and ""Yankee-kun to Megane-chan"").","Titres: Fairy Tail+ | Fairy Tail Plus | FAIRY TAIL+
Synopsis: This artbook contains 3 side stories that were not included in the main volumes. 1. Mira-sensei no Henshin Mahou Lesson (ミラ先生の変身魔法レッスン, Mira-Sensei's Transforming Magic Class) - Natsu, Happy and Lucy ask Mirajane to teach them Transformation Magic, Lucy becomes the focal point of yet another troublesome day. 2. Yousei no Izumi e Youkoso! (妖精の泉へようこそ！, Welcome to Fairy Fountain) - The master wants to open the guild's pool to the public to make some cash and he asks Lucy to test out the attractions that the guild members prepared. 3. Nagagutsu wo Haita Happy (長ぐつをはいたハッピー, Happy in Boots) - A short story of a talking cat, Happy and his plans for the princess and his master, Natsu. His plans, however, failed after the princess was turned off by a barbaric Natsu. Also contains ""Fairy Megane"" (crossover one-shot between ""Fairy Tail"" and ""Yankee-kun to Megane-chan"").
Tags: Comedy, Ecchi, Fantasy, Fantasy World, Magic, Shounen, Slice of Life
Auteurs: Hiro Mashima (Scénario & Dessin)","[""Comedy"", ""Ecchi"", ""Fantasy"", ""Fantasy World"", ""Magic"", ""Shounen"", ""Slice of Life""]"
26004,boku-no-hero-academia,Boku no Hero Academia,My Hero Academia,僕のヒーローアカデミア,"What would the world be like if 80 percent of the population manifested superpowers called “Quirks” at age four? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? Middle school student Izuku Midoriya wants to be a hero more than anything, but he hasn’t got an ounce of power in him. With no chance of ever getting into the prestigious U.A. High School for budding heroes, his life is looking more and more like a dead end. Then an encounter with All Might, the greatest hero of them all, gives him a chance to change his destiny… Note: - Winner of the 1st Next Manga Award in the Print Category in 2015. - Nominated for the 8th Manga Taisho Award in 2015. - Nominated for the 40th Kodansha Manga Award in the Shounen Category in 2016. - Chapter count includes a bonus chapter included in volume 10 “Tsuyu-chan no Kerokero Nikki“.","Titres: Boku no Hero Academia | My Hero Academia | 僕のヒーローアカデミア
Synopsis: What would the world be like if 80 percent of the population manifested superpowers called “Quirks” at age four? Heroes and villains would be battling it out everywhere! Being a hero would mean learning to use your power, but where would you go to study? The Hero Academy of course! But what would you do if you were one of the 20 percent who were born Quirkless? Middle school student Izuku Midoriya wants to be a hero more than anything, but he hasn’t got an ounce of power in him. With no chance of ever getting into the prestigious U.A. High School for budding heroes, his life is looking more and more like a dead end. Then an encounter with All Might, the greatest hero of them all, gives him a chance to change his destiny… Note: - Winner of the 1st Next Manga Award in the Print Category in 2015. - Nominated for the 8th Manga Taisho Award in 2015. - Nominated for the 40th Kodansha Manga Award in the Shounen Category in 2016. - Chapter count includes a bonus chapter included in volume 10 “Tsuyu-chan no Kerokero Nikki“.
Tags: Action, Comedy, School, School Life, Science Fiction, Shounen, Super Power, Superhero
Auteurs: Kouhei Horikoshi (Scénario & Dessin)","[""Action"", ""Comedy"", ""School"", ""School Life"", ""Science Fiction"", ""Shounen"", ""Super Power"", ""Superhero""]"
26168,fairy-tail-kokoro-ni-yadoru-color,Fairy Tail,Fairy Tail,FAIRY TAIL,"Light novel side stories of the Fairy Tail series. Volume 1. Kokoro ni Yadoru Color (The Color Residing Within the Heart) Volume 2. Dai Matou Enbu Sonogo, Sorezore no 1-nichi (After the Grand Magic Games, Each Individual Day) Volume 3. Trouble Twins","Titres: Fairy Tail | FAIRY TAIL
Synopsis: Light novel side stories of the Fairy Tail series. Volume 1. Kokoro ni Yadoru Color (The Color Residing Within the Heart) Volume 2. Dai Matou Enbu Sonogo, Sorezore no 1-nichi (After the Grand Magic Games, Each Individual Day) Volume 3. Trouble Twins
Tags: Action, Adventure, Comedy, Fantasy, Magic, Shounen
Auteurs: Hiro Mashima (Dessin); Miu Kawasaki (Scénario)","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Magic"", ""Shounen""]"
26178,tokyo-ghoul-novel,Tokyo Ghoul,Tokyo Ghoul,東京喰種トーキョーグール,"Explore the world of Tokyo Ghoul with these prose fiction spin-offs! Ghouls live among us, the same as normal people in every way --except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Many conflicts and incidents arise involving the clientele of the café Anteiku, where Ghouls gather. Yoshimura, the café's owner, is harboring suspicions about a certain someone. What sort of darkness will that person bring between those who hunt and those who are hunted? This book chronicles six all-new stories from the Tokyo Ghoul universe. (Source: VIZ Books","Titres: Tokyo Ghoul | 東京喰種トーキョーグール
Synopsis: Explore the world of Tokyo Ghoul with these prose fiction spin-offs! Ghouls live among us, the same as normal people in every way --except their craving for human flesh. Ken Kaneki is an ordinary college student until a violent encounter turns him into the first half-human half-ghoul hybrid. Trapped between two worlds, he must survive Ghoul turf wars, learn more about Ghoul society and master his new powers. Many conflicts and incidents arise involving the clientele of the café Anteiku, where Ghouls gather. Yoshimura, the café's owner, is harboring suspicions about a certain someone. What sort of darkness will that person bring between those who hunt and those who are hunted? This book chronicles six all-new stories from the Tokyo Ghoul universe. (Source: VIZ Books
Tags: Action, Drama, Horror, Mystery, Psychological, Supernatural
Auteurs: Sui Ishida (Dessin); Shin Towada (Scénario)","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Supernatural""]"
26233,kakegurui,Kakegurui,Kakegurui: Compulsive Gambler,賭ケグルイ,"Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!","Titres: Kakegurui | Kakegurui: Compulsive Gambler | 賭ケグルイ
Synopsis: Hyakkaou Private Academy. An institution for the privileged with a very peculiar curriculum. You see, when you're the sons and daughters of the wealthiest of the wealthy, it's not athletic prowess or book smarts that keep you ahead. It's reading your opponent, the art of the deal. What better way to hone those skills than with a rigorous curriculum of gambling? At Hyakkaou Private Academy, the winners live like kings, and the losers are put through the wringer. But when Yumeko Jabami enrolls, she's gonna teach these kids what a high roller really looks like!
Tags: Drama, Mystery, Psychological, School, School Life
Auteurs: Tooru Naomura (Dessin); Homura Kawamoto (Scénario)","[""Drama"", ""Mystery"", ""Psychological"", ""School"", ""School Life""]"
26401,tokyo-ghoul-re,Tokyo Ghoul:re,Tokyo Ghoul:re,東京喰種-トーキョーグール-:re,"The Commission of Counter Ghoul is the only organization fighting the Ghoul menace, and they will use every tool at their disposal to protect humanity from its ultimate predator. Their newest weapon in this hidden war is an experimental procedure that implants human investigators with a Ghoul's Kagune, giving them Ghoul powers and abilities. But both the procedure and the newly formed Qs Squad are untested. Will they become heroes… or monsters?","Titres: Tokyo Ghoul:re | 東京喰種-トーキョーグール-:re
Synopsis: The Commission of Counter Ghoul is the only organization fighting the Ghoul menace, and they will use every tool at their disposal to protect humanity from its ultimate predator. Their newest weapon in this hidden war is an experimental procedure that implants human investigators with a Ghoul's Kagune, giving them Ghoul powers and abilities. But both the procedure and the newly formed Qs Squad are untested. Will they become heroes… or monsters?
Tags: Action, Drama, Horror, Mystery, Psychological, Seinen, Supernatural
Auteurs: Sui Ishida (Scénario & Dessin)","[""Action"", ""Drama"", ""Horror"", ""Mystery"", ""Psychological"", ""Seinen"", ""Supernatural""]"
26623,dead-tube,Dead Tube,Dead Tube,DEAD Tube ～デッドチューブ～,Distributing thrilling videos in secret! A school game that puts life and death on the line!,"Titres: Dead Tube | DEAD Tube ～デッドチューブ～
Synopsis: Distributing thrilling videos in secret! A school game that puts life and death on the line!
Tags: Ecchi, Horror, School, School Life
Auteurs: Touta Kitakawa (Dessin); Mikoto Yamaguchi (Scénario)","[""Ecchi"", ""Horror"", ""School"", ""School Life""]"
26776,re-zero-kara-hajimeru-isekai-seikatsu,Re:Zero kara Hajimeru Isekai Seikatsu,Re:ZERO -Starting Life in Another World-,Re：ゼロから始める異世界生活,"Suddenly high school student Subaru Natsuki has been summoned to another world on the way back from the convenience store. With the biggest crisis of his life being summoned to another world and no sign of the one who summoned him, things become worse when he is attacked. But when he is saved by a mysterious silver-haired girl with a fairy cat, Subaru cooperates with the girl to return the favor. When they finally manage to get a clue, Subaru and the girl are attacked and killed by someone. Subaru then awakens in the place he was summoned and notices he gained the ability ""Returns by Death."" A helpless boy that only has the ability to rewind time by dying. And beyond the despair can he save the girl from the fate of death?","Titres: Re:Zero kara Hajimeru Isekai Seikatsu | Re:ZERO -Starting Life in Another World- | Re：ゼロから始める異世界生活
Synopsis: Suddenly high school student Subaru Natsuki has been summoned to another world on the way back from the convenience store. With the biggest crisis of his life being summoned to another world and no sign of the one who summoned him, things become worse when he is attacked. But when he is saved by a mysterious silver-haired girl with a fairy cat, Subaru cooperates with the girl to return the favor. When they finally manage to get a clue, Subaru and the girl are attacked and killed by someone. Subaru then awakens in the place he was summoned and notices he gained the ability ""Returns by Death."" A helpless boy that only has the ability to rewind time by dying. And beyond the despair can he save the girl from the fate of death?
Tags: Action, Adventure, Assassin, Comedy, Drama, Elf, Fantasy, Isekai, Magic, Maid, Psychological, Romance, Thriller, Time Travel, Violence
Auteurs: Tappei Nagatsuki (Scénario); Shinichirou Ootsuka (Dessin)","[""Action"", ""Adventure"", ""Assassin"", ""Comedy"", ""Drama"", ""Elf"", ""Fantasy"", ""Isekai"", ""Magic"", ""Maid"", ""Psychological"", ""Romance"", ""Thriller"", ""Time Travel"", ""Violence""]"
26852,overlord-novel,Overlord,Overlord,オーバーロード,"The story begins with Yggdrasil, a popular online game which is quietly shut down one day. However, the protagonist Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) begining to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.","Titres: Overlord | オーバーロード
Synopsis: The story begins with Yggdrasil, a popular online game which is quietly shut down one day. However, the protagonist Momonga decides to not log out. Momonga is then transformed into the image of a skeleton as ""the most powerful wizard."" The world continues to change, with non-player characters (NPCs) begining to feel emotion. Having no parents, friends, or place in society, this ordinary young man Momonga then strives to take over the new world the game has become.
Tags: Action, Adventure, Comedy, Fantasy, Fantasy World, Game, Harem, Magic, Romance, Supernatural, Violence, Virtual Reality
Auteurs: Kugane Maruyama (Scénario); so-bin (Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Fantasy World"", ""Game"", ""Harem"", ""Magic"", ""Romance"", ""Supernatural"", ""Violence"", ""Virtual Reality""]"
27175,relife,ReLIFE,ReLIFE,リライフ,"The story follows Kaizaki Arata, a 27-year-old jobless man, who fails at every job interview he had after quitting his last company. His life changes after he met Yoake Ryou of the ReLife Research Institute, who offered him a drug that can change his appearance to 17-years-old and to become a subject in an experiment for one year. Thus, he begins his life as a high school student once more.","Titres: ReLIFE | リライフ
Synopsis: The story follows Kaizaki Arata, a 27-year-old jobless man, who fails at every job interview he had after quitting his last company. His life changes after he met Yoake Ryou of the ReLife Research Institute, who offered him a drug that can change his appearance to 17-years-old and to become a subject in an experiment for one year. Thus, he begins his life as a high school student once more.
Tags: Comedy, Drama, Friendship, High School, Japan, Romance, School, School Life, Seinen, Slice of Life
Auteurs: Sou Yayoi (Scénario & Dessin)","[""Comedy"", ""Drama"", ""Friendship"", ""High School"", ""Japan"", ""Romance"", ""School"", ""School Life"", ""Seinen"", ""Slice of Life""]"
27324,given,Given,Given,ギヴン,"Ritsuka Uenoyama is bored with it all—with school, with his basketball club, and even with his one true passion: playing guitar. That is, until the day he finds his favorite hidden napping spot occupied by a strange boy cradling a broken-stringed guitar. At first, Uenoyama is nonplussed by Mafuyu Sato and his slightly odd behavior, but when, on a whim, he asks Mafuyu to sing, the power of that song pierces him to the core.","Titres: Given | ギヴン
Synopsis: Ritsuka Uenoyama is bored with it all—with school, with his basketball club, and even with his one true passion: playing guitar. That is, until the day he finds his favorite hidden napping spot occupied by a strange boy cradling a broken-stringed guitar. At first, Uenoyama is nonplussed by Mafuyu Sato and his slightly odd behavior, but when, on a whim, he asks Mafuyu to sing, the power of that song pierces him to the core.
Tags: Drama, Romance, Yaoi
Auteurs: Natsuki Kizu (Scénario & Dessin)","[""Drama"", ""Romance"", ""Yaoi""]"
27527,black-clover,Black Clover,Black Clover,ブラッククローバー,"Asta is a young boy who dreams of becoming the greatest mage in the kingdom. Only one problem—he can’t use any magic! Luckily for Asta, he receives the incredibly rare five-leaf clover grimoire that gives him the power of anti-magic. Can someone who can’t use magic really become the Wizard King? One thing’s for sure—Asta will never give up!","Titres: Black Clover | ブラッククローバー
Synopsis: Asta is a young boy who dreams of becoming the greatest mage in the kingdom. Only one problem—he can’t use any magic! Luckily for Asta, he receives the incredibly rare five-leaf clover grimoire that gives him the power of anti-magic. Can someone who can’t use magic really become the Wizard King? One thing’s for sure—Asta will never give up!
Tags: Action, Adventure, Comedy, Demon, Elf, Fantasy, Magic, Shounen
Auteurs: Yuuki Tabata (Scénario & Dessin)","[""Action"", ""Adventure"", ""Comedy"", ""Demon"", ""Elf"", ""Fantasy"", ""Magic"", ""Shounen""]"
30463,grand-blue,Grand Blue,Grand Blue Dreaming,ぐらんぶる,"A new life begins for Kitahara Iori as he begins his college career near the ocean in Izu city, full of excitement for his new life. He will be moving into his Uncle's diving store ""Grand Blue."" There he finds the beautiful ocean, beautiful women, and men that love diving and alcohol. Will Iori be able to live his dream college life?","Titres: Grand Blue | Grand Blue Dreaming | ぐらんぶる
Synopsis: A new life begins for Kitahara Iori as he begins his college career near the ocean in Izu city, full of excitement for his new life. He will be moving into his Uncle's diving store ""Grand Blue."" There he finds the beautiful ocean, beautiful women, and men that love diving and alcohol. Will Iori be able to live his dream college life?
Tags: Comedy, Ecchi, Romance, Slice of Life, University
Auteurs: Kenji Inoue (Scénario); Kimitake Yoshioka (Dessin)","[""Comedy"", ""Ecchi"", ""Romance"", ""Slice of Life"", ""University""]"
32875,kobayashi-san-chi-no-maid-dragon,Kobayashi-san Chi no Maid Dragon,Miss Kobayashi's Dragon Maid,小林さんちのメイドラゴン,"Miss Kobayashi is your average office worker who lives a boring life, alone in her small apartment–until she saves the life of a female dragon in distress. The dragon, named Tohru, has the ability to magically transform into an adorable human girl (albeit with horns and a long tail!), who will do anything to pay off her debt of gratitude, whether Miss Kobayashi likes it or not. With a very persistent and amorous dragon as a roommate, nothing comes easy, and Miss Kobayashi’s normal life is about to go off the deep end!","Titres: Kobayashi-san Chi no Maid Dragon | Miss Kobayashi's Dragon Maid | 小林さんちのメイドラゴン
Synopsis: Miss Kobayashi is your average office worker who lives a boring life, alone in her small apartment–until she saves the life of a female dragon in distress. The dragon, named Tohru, has the ability to magically transform into an adorable human girl (albeit with horns and a long tail!), who will do anything to pay off her debt of gratitude, whether Miss Kobayashi likes it or not. With a very persistent and amorous dragon as a roommate, nothing comes easy, and Miss Kobayashi’s normal life is about to go off the deep end!
Tags: Comedy, Dragon, Fantasy, Slice of Life
Auteurs: Cool-kyou Shinja (Scénario & Dessin)","[""Comedy"", ""Dragon"", ""Fantasy"", ""Slice of Life""]"
